gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,risk_churn_percent,risk_quartile
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,34.810738092149876,Q3
Male,0,0,1,4,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,49.35,219.65,34.63108098863088,Q3
Female,0,1,0,32,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.15,2585.95,34.59433584349616,Q3
Female,0,1,1,32,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,2723.75,34.588268079172295,Q3
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,34.50546884151656,Q3
Male,0,1,1,6,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.15,295.65,34.461299731181846,Q3
Male,0,0,0,3,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,49.9,130.1,34.37485408201325,Q3
Female,0,0,0,7,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.85,458.1,34.348034905350175,Q3
Female,1,0,0,4,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,72.75,317.75,34.322926869006984,Q3
Male,1,0,0,16,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,1043.3,34.281781169266274,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,34.23998189031468,Q3
Male,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,33.95343167618605,Q3
Male,0,0,0,30,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.25,2755.35,33.801052191573675,Q3
Male,0,0,0,1,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,44.65,44.65,33.723521314724486,Q3
Male,0,1,1,13,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.4,896.75,33.52053973291713,Q3
Male,1,1,0,18,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.55,1422.65,33.33572729634743,Q3
Male,0,0,0,22,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,65.05,1427.55,33.31566439496991,Q3
Male,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),49.5,312.7,33.309284217727935,Q3
Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.05,2135.5,33.21380925588595,Q3
Male,0,1,0,55,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,104.15,5743.05,33.18122837879052,Q3
Male,1,0,0,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.95,1648.45,33.12386304348204,Q3
Female,0,1,0,15,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,84.3,1308.4,33.08561417790539,Q3
Female,0,1,1,10,1,No,DSL,No,Yes,Yes,No,No,Yes,One year,1,Mailed check,65.9,660.05,33.067517769465766,Q3
Female,0,0,0,17,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,83.55,1329.15,32.95132492249495,Q3
Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.8,169.65,32.88135547884796,Q3
Female,0,0,0,3,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,233.65,32.84075695550104,Q3
Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,32.83408980445054,Q3
Male,1,0,0,24,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.1,1712.7,32.785162558819394,Q3
Male,0,0,0,4,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,55.3,238.5,32.769143617062255,Q3
Female,1,1,0,45,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,86.1,3861.45,32.74835102020132,Q3
Male,0,0,0,38,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.5,2625.25,32.744900183159515,Q3
Male,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.4,2936.25,32.692452927410734,Q3
Male,0,0,0,19,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.0,1532.45,32.68903635974157,Q3
Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),69.95,320.4,32.63976549033153,Q3
Female,0,0,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),35.2,108.95,32.472514017277476,Q3
Male,1,0,0,38,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.75,3653.0,32.28803150218974,Q3
Female,0,1,0,31,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,32.143404615395454,Q3
Male,1,1,0,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.45,1622.45,32.11867626191275,Q3
Male,0,1,1,41,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,102.6,4213.35,32.04774452310879,Q3
Female,0,0,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.1,4144.9,31.999751403620802,Q3
Male,1,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,5683.6,31.986650813091256,Q3
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,44.75,31.975919857191577,Q3
Male,0,0,0,41,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,51.35,2075.1,31.860032606400303,Q3
Male,0,1,0,34,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,100.85,3527.3,31.54347572000332,Q3
Female,0,1,0,6,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,50.35,314.55,31.454064383903134,Q3
Male,0,1,1,40,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.2,3292.3,31.440306509304396,Q3
Female,0,1,1,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,91.85,1574.45,31.41510764751573,Q3
Male,0,0,0,1,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,62.05,62.05,31.407125736967657,Q3
Male,0,0,0,22,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.7,1490.4,31.22136733970714,Q3
Female,1,0,0,42,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75,31.168670405606523,Q3
Male,0,1,1,49,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.65,4520.15,31.166377463058343,Q3
Female,0,1,1,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,30.977412025766228,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.2,20.2,30.958229425731158,Q3
Female,0,0,0,16,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.6,1555.65,30.67005667868289,Q3
Male,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1189.4,30.632926350472438,Q3
Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,30.5983667095438,Q3
Male,0,1,0,4,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,179.35,30.580263205496337,Q3
Female,0,0,0,40,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25,30.572704712835332,Q3
Male,0,0,1,22,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.1,1949.4,30.547452445867883,Q3
Male,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,5067.45,30.46584105440241,Q3
Male,0,1,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,84.25,1968.1,30.367801483790373,Q3
Male,0,1,1,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.6,1020.2,30.336923560308527,Q3
Female,0,0,0,46,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,30.334974105733732,Q3
Male,1,1,0,27,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,1893.95,30.308588141933967,Q3
Female,0,0,0,5,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),53.85,259.8,30.249871596504953,Q3
Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.75,5841.35,30.15801098451794,Q3
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,30.147786921515536,Q3
Male,0,0,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,2664.3,30.117751257030733,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,19.8,30.09956834112843,Q3
Female,0,1,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,94.1,1215.6,30.05515769760037,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,29.980625289358986,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,29.980625289358986,Q3
Male,0,0,0,30,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.3,2679.7,29.822212508634287,Q3
Female,0,1,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.8,1540.35,29.760651611920864,Q3
Female,0,1,1,63,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Credit card (automatic),99.65,6311.2,29.486577808173532,Q3
Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,29.45763455155902,Q3
Male,1,1,0,43,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,94.3,3953.15,29.379680503705075,Q3
Male,0,1,1,21,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.4,2157.95,29.366945409861312,Q3
Male,0,1,0,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,103.95,5231.3,29.322614654880436,Q3
Female,0,0,0,53,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),106.95,5785.5,29.3027133785554,Q3
Male,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),48.65,235.2,29.253718685253116,Q3
Male,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3365.85,29.24346316948545,Q3
Female,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.95,2072.75,29.142790731838218,Q3
Male,0,0,0,4,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.8,202.3,28.957801124913228,Q3
Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,720.1,28.856930201224895,Q3
Female,0,1,1,31,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,91.15,2995.45,28.82324999448324,Q3
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,28.80548767438732,Q3
Female,0,0,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,221.7,28.75891126953268,Q3
Male,0,1,1,17,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,80.85,1400.85,28.70762681049271,Q3
Male,0,0,0,12,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,53.75,648.65,28.701183811924913,Q3
Male,0,1,0,24,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,29.1,688.0,28.700769564810948,Q3
Male,1,1,0,60,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.0,6017.9,28.53008330107406,Q3
Female,0,1,0,21,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,86.05,1818.9,28.51501621998128,Q3
Female,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.95,2628.6,28.51471031659755,Q3
Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.95,49.95,28.474652053597353,Q3
Male,0,1,1,7,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,34.5,279.25,28.450584875961553,Q3
Female,0,1,1,67,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,28.244860325741154,Q3
Female,0,0,0,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.95,29.95,28.24223090515004,Q3
Female,0,0,0,41,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),81.3,3190.65,28.154622576035614,Q3
Male,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,288.35,28.128365828177426,Q3
Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.35,6519.75,28.04379312701833,Q3
Male,0,0,0,1,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,29.15,29.15,28.0061505569269,Q3
Female,1,1,0,24,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.65,933.3,27.98366863202994,Q3
Female,0,0,0,13,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),80.0,1029.35,27.922900280189882,Q3
Female,1,0,1,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,27.842403608652944,Q3
Male,0,0,0,16,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.3,875.35,27.711765995150174,Q3
Female,0,1,0,22,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.0,1706.45,27.705128990622413,Q3
Male,0,1,1,49,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,97.95,4917.9,27.700611262874673,Q3
Male,0,0,0,26,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),92.4,2349.8,27.69364779778793,Q3
Male,0,0,0,1,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,53.95,53.95,27.632966970340924,Q3
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),43.95,43.95,27.495874064596926,Q3
Male,0,0,1,13,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),78.3,1033.95,27.419690762861016,Q3
Female,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.6,2656.5,27.40681766947241,Q3
Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,63.0,27.390506346425003,Q3
Female,0,0,0,13,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.9,300.8,27.273476448393076,Q3
Female,0,1,0,40,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),78.85,3126.85,27.242913732945933,Q3
Female,1,0,0,13,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,54.8,731.3,27.075195171189957,Q3
Male,1,0,0,36,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.85,3186.7,27.050424837629024,Q3
Female,1,1,0,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,3444.85,27.03857201183027,Q3
Male,0,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),34.7,296.1,27.018579725074275,Q3
Male,1,1,0,17,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.45,1233.4,26.851868479619213,Q3
Male,0,0,0,11,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,35.65,425.1,26.787724339800285,Q3
Male,1,0,0,19,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),95.9,1777.9,26.73316612795042,Q3
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,26.71388551399545,Q3
Female,0,0,0,10,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,54.25,583.0,26.46411448228469,Q3
Female,0,0,0,15,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,59.45,892.65,26.433121960669155,Q3
Male,0,0,1,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.05,50.05,26.416214174477084,Q3
Female,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),78.1,947.3,26.38479054999206,Q3
Female,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.55,2878.75,26.2645875161193,Q3
Female,0,0,0,5,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,53.8,283.95,26.23155872188781,Q3
Male,0,0,0,64,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),100.3,6603.8,26.215582698734814,Q3
Female,0,1,1,16,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),79.95,1267.95,26.174063299684136,Q3
Male,0,0,0,32,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.2,3183.4,26.167626269157207,Q3
Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.6,24.6,26.12927520981695,Q3
Female,1,1,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),50.15,115.1,26.11380906731526,Q3
Female,0,0,0,15,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.35,1302.65,26.071683630064303,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.3,19.3,25.89288713111205,Q3
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,19.4,25.856797077078,Q3
Male,1,1,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,25.77647877256004,Q3
Male,0,1,0,50,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,98.25,4858.7,25.757556613991095,Q3
Female,0,1,1,8,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,25.732631523758588,Q3
Male,0,1,0,58,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),45.0,2689.35,25.710546319945433,Q3
Female,0,1,0,47,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.75,4533.7,25.583282960212184,Q3
Male,0,1,1,50,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.7,5071.05,25.568738663089878,Q3
Male,0,1,0,33,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.25,2964.05,25.512466364167334,Q3
Male,0,0,0,41,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,74.25,3089.1,25.483669876921734,Q3
Female,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.75,5985.0,25.39458107683272,Q3
Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),115.65,7968.85,25.311777831195165,Q3
