customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn - per cent,risk_quartile
3878-AVSOQ,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.25,71.25,0,72.7849973635264,Q4
7858-GTZSP,Female,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.55,1066.9,0,72.69076344925945,Q4
4395-PZMSN,Male,1,0,0,5,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.55,408.5,0,72.58422981378605,Q4
2876-GZYZC,Female,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,1215.65,0,72.52473040714682,Q4
4234-XTNEA,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,174.45,0,72.5131658410926,Q4
2235-DWLJU,Female,1,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.4,263.05,0,72.50160531710935,Q4
9799-CAYJJ,Female,1,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.3,153.8,0,72.36625532774237,Q4
5382-SOYZL,Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,2162.6,0,72.34465006864141,Q4
2123-AGEEN,Female,1,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,84.35,609.65,0,72.2971346805751,Q4
4090-KPJIP,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,212.4,0,72.27619641905129,Q4
2985-FMWYF,Female,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.5,2341.55,0,72.15873048268969,Q4
8622-ZLFKO,Female,0,1,0,6,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.75,512.25,0,72.01156010400129,Q4
4060-LDNLU,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,639.7,0,71.97851445482121,Q4
9919-KNPOO,Female,0,1,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,1948.35,0,71.9355339566221,Q4
4749-OJKQU,Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.65,302.35,0,71.60572569514379,Q4
1200-TUZHR,Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.2,695.75,0,71.5373131748154,Q4
3295-YVUSR,Male,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,72.6,154.3,0,71.53490189418625,Q4
9094-AZPHK,Female,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.15,1415.0,0,71.50637296228484,Q4
2880-FPNAE,Male,1,1,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.2,140.1,0,71.41692805837694,Q4
6357-JJPQT,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.5,232.35,0,71.40275716825363,Q4
0644-OQMDK,Male,1,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,293.85,0,71.39772791058377,Q4
9360-OMDZZ,Male,0,0,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,2322.85,0,71.372302158095,Q4
6986-IXNDM,Male,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.9,1337.45,0,71.23042401710762,Q4
7044-YAACC,Male,1,1,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,280.35,0,71.17951406783327,Q4
8875-AKBYH,Male,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.35,1745.2,0,71.09624232657012,Q4
1628-BIZYP,Male,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,85.0,0,71.05947273314628,Q4
2371-JQHZZ,Male,0,1,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.0,2248.05,0,71.00884123560579,Q4
3462-BJQQA,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.75,552.65,0,70.80580237965171,Q4
1173-XZPYF,Female,0,0,0,11,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.2,990.3,0,70.72095915023571,Q4
8242-SOQUO,Female,1,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5,0,70.55399312621398,Q4
0365-BZUWY,Male,0,1,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,0,70.42871285272223,Q4
6507-ZJSUR,Male,1,1,0,23,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.45,2117.25,0,70.427646592754,Q4
5995-SNNEW,Male,1,1,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,2184.85,0,70.35889859216941,Q4
2799-ARNLO,Female,1,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,341.6,0,70.3572557569235,Q4
6583-KQJLK,Female,1,1,0,15,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.65,1285.05,0,70.30228600765923,Q4
1393-IMKZG,Female,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,95.85,95.85,0,70.27052382186638,Q4
8775-ERLNB,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.3,74.3,0,70.17193255497406,Q4
5348-CAGXB,Male,0,0,0,12,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.55,1021.75,0,70.16866706347186,Q4
0840-DFEZH,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,564.65,0,69.97717774627169,Q4
1226-IENZN,Male,1,0,0,16,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.75,1218.25,0,69.96367736521827,Q4
1960-UYCNN,Male,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.25,1021.55,0,69.94519869603148,Q4
3338-CVVEH,Male,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.55,1173.55,0,69.92886008147974,Q4
7363-QTBIW,Female,0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.75,769.1,0,69.82979555344687,Q4
8541-QVFKM,Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.5,632.2,0,69.67891708655272,Q4
2018-QKYGT,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,81.05,0,69.62147571331889,Q4
7392-YYPYJ,Male,0,0,0,22,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.65,2415.95,0,69.53933084205819,Q4
3422-GALYP,Male,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,145.15,0,69.49953250630149,Q4
3030-YDNRM,Male,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.85,572.45,0,69.47378722063189,Q4
8107-KNCIM,Male,1,1,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.1,1013.35,0,69.45889770434134,Q4
3629-ZNKXA,Male,1,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.8,1752.45,0,69.39635192303952,Q4
5542-TBBWB,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,0,69.35388159941154,Q4
5429-LWCMV,Female,0,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.15,1057.55,0,69.2878458761081,Q4
7465-ZZRVX,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,70.35,0,69.26626135371988,Q4
3292-PBZEJ,Male,1,0,0,11,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.4,1183.05,0,69.24673485746521,Q4
3199-XGZCY,Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.25,576.7,0,69.07450763783493,Q4
7354-OIJLX,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.85,724.65,0,68.9944969339188,Q4
1016-DJTSV,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,572.85,0,68.98625422141944,Q4
1640-PLFMP,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,70.25,0,68.9490378517881,Q4
9279-CJEOJ,Female,1,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.4,2025.1,0,68.84840004861708,Q4
2897-DOVND,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,146.65,0,68.74323947667597,Q4
5928-QLDHB,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,684.85,0,68.7285716418488,Q4
9717-QEBGU,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,144.0,0,68.63007400264817,Q4
5168-MSWXT,Male,0,1,1,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,759.55,0,68.62947506264526,Q4
4884-ZTHVF,Female,1,0,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,87.1,713.6,0,68.61744537493857,Q4
6734-GMPVK,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,105.3,550.6,0,68.56442271091396,Q4
2657-VPXTA,Female,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,929.45,0,68.5616959526954,Q4
2754-SDJRD,Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.15,908.55,0,68.47409490920823,Q4
4482-EWFMI,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2,0,68.37042237339037,Q4
7394-LWLYN,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,123.8,0,68.22543737473711,Q4
1219-NNDDO,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.85,663.55,0,68.1626688817856,Q4
6851-WEFYX,Male,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,3437.5,0,68.07187230574345,Q4
4445-ZJNMU,Male,0,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,918.75,0,68.04592614430342,Q4
4853-OITSN,Male,0,1,0,5,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,89.15,413.25,0,67.91664917305744,Q4
7321-VGNKU,Female,0,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,120.25,0,67.91536472700655,Q4
5628-FCGYG,Male,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,1737.45,0,67.88402461929633,Q4
2107-FBPTK,Female,1,0,0,30,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.1,3121.1,0,67.79614184820176,Q4
4633-MKHYU,Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,88.4,788.6,0,67.70709179544828,Q4
9633-XQABV,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,229.7,0,67.70023735267618,Q4
7245-NIIWQ,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,199.85,0,67.64083519729206,Q4
6077-BDPXA,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,194.2,0,67.55228635091257,Q4
7145-FEJWU,Female,0,0,1,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,1275.65,0,67.50997133010449,Q4
7994-UYIVZ,Male,0,1,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,659.45,0,67.45568936535207,Q4
6215-NQCPY,Male,0,0,0,15,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.7,1566.75,0,67.33241720471092,Q4
4612-SSVHJ,Female,1,0,0,20,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.45,1671.6,0,67.22454532002465,Q4
9208-OLGAQ,Female,1,0,0,18,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,84.95,1443.65,0,67.18330894949848,Q4
4813-HQMGZ,Female,0,1,0,8,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.25,743.75,0,67.10529067187322,Q4
0928-XUTSN,Female,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.5,1011.8,0,67.08421812716206,Q4
4298-OYIFC,Male,0,1,0,15,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.45,1539.8,0,67.0771529280552,Q4
0420-HLGXF,Female,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,0,66.99121203484145,Q4
4132-KALRO,Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,100.85,399.25,0,66.84509382873406,Q4
7206-PQBBZ,Male,1,1,0,11,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,834.7,0,66.8423455695994,Q4
3317-VLGQT,Female,0,1,0,14,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.1,1122.4,0,66.83552844502681,Q4
5117-IFGPS,Male,1,1,0,29,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.3,2357.75,0,66.71276683667577,Q4
6198-RTPMF,Female,0,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,92.6,1579.7,0,66.64215943120156,Q4
8313-NDOIA,Female,0,0,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.15,2494.65,0,66.5870644073373,Q4
0480-BIXDE,Female,0,1,0,19,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,1743.05,0,66.57011369042219,Q4
1251-STYSZ,Female,1,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.25,303.7,0,66.55975786120946,Q4
8309-IEYJD,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,0,66.51441625648025,Q4
6856-RAURS,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.9,136.05,0,66.46183164660677,Q4
0018-NYROU,Female,0,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,68.95,351.5,0,66.25391120329645,Q4
3453-RTHJQ,Male,0,0,0,6,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,435.0,0,66.20797213064209,Q4
8648-PFRMP,Female,1,0,0,14,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,46.35,672.7,0,66.18428975613008,Q4
3191-CSNMG,Female,0,1,1,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.7,239.45,0,66.11799463371803,Q4
2809-ZMYOQ,Female,0,0,0,32,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,3334.9,0,66.11026827293654,Q4
3001-UNBTL,Male,1,1,1,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,2964.8,0,66.05844831138793,Q4
0722-SVSFK,Female,0,0,0,7,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.4,715.0,0,65.96666992539618,Q4
0168-XZKBB,Female,0,1,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.85,1564.4,0,65.93521275376725,Q4
4123-DVHPH,Male,0,1,0,9,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,88.05,801.3,0,65.92675558122065,Q4
8800-JOOCF,Female,0,0,1,12,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,966.55,0,65.81596191745727,Q4
1508-DFXCU,Male,0,0,0,12,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.45,912.0,0,65.79822579338509,Q4
5216-WASFJ,Female,1,1,0,31,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.85,2633.4,0,65.52975689750764,Q4
4291-SHSBH,Male,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,521.35,0,65.4960503213671,Q4
2984-AFWNC,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.4,293.15,0,65.45893472718083,Q4
9121-PHQSR,Male,1,1,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.05,1391.15,0,65.28868716436125,Q4
5271-DBYSJ,Male,1,0,0,11,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),79.15,827.7,0,65.27771737320556,Q4
