customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn - per cent,risk_quartile
0899-WZRSD,Male,0,0,0,56,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,105.35,5794.45,0,28.147017280940478,Q3
8799-OXZMD,Female,0,0,0,28,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,29.75,790.7,0,28.12894322375497,Q3
8647-SDTWQ,Male,0,1,1,57,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.3,4018.35,0,28.118546346276002,Q3
6572-ADKRS,Female,0,0,0,46,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),74.8,3548.3,0,28.116260382150955,Q3
8095-WANWK,Female,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,428.7,0,28.106891652814525,Q3
8967-SZQAS,Female,0,0,0,14,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.45,765.45,0,28.098273213808135,Q3
6917-IAYHD,Male,0,0,1,1,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,33.6,33.6,0,28.040995983979013,Q3
2740-JFBOK,Male,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.0,226.55,0,28.033589497127497,Q3
8495-LJDFO,Female,1,0,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.95,7111.3,0,28.01019245820286,Q3
3567-PQTSO,Male,0,1,1,53,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.25,5576.3,0,27.995644411702685,Q3
9489-UTFKA,Male,1,1,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),60.9,551.95,0,27.946841959511854,Q3
8263-OKETD,Female,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,0,27.91110406532043,Q3
5141-ZUVBH,Female,0,0,1,9,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),93.0,870.25,0,27.91002747254539,Q3
3717-LNXKW,Male,0,1,0,38,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),91.7,3479.05,0,27.860779217252357,Q3
1422-DGUBX,Male,0,1,0,32,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Electronic check,79.25,2619.15,0,27.82908530091476,Q3
8201-AAXCB,Male,0,1,1,25,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,60.35,1404.65,0,27.809674062130206,Q3
7396-VJUZB,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,155.35,0,27.806097799981544,Q3
1848-LBZHY,Female,0,1,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.3,355.1,0,27.798241160165247,Q3
6713-OKOMC,Female,0,0,0,10,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.75,301.9,0,27.783259632909207,Q3
2669-QVCRG,Female,0,0,0,41,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),81.3,3190.65,0,27.781569077738684,Q3
7993-NQLJE,Male,0,1,1,15,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,75.1,1151.55,0,27.780326558732593,Q3
3522-CDKHF,Female,0,1,0,32,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.5,2324.7,0,27.740135224662545,Q3
5423-BHIXO,Female,0,0,0,32,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,54.2,1739.6,0,27.71362799011016,Q3
7343-EOBEU,Male,0,1,0,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,23.6,89.05,0,27.71245835513475,Q3
5804-HYIEZ,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,7554.05,0,27.676354116364905,Q3
2273-QCKXA,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.05,49.05,0,27.65032913276471,Q3
5686-CMAWK,Male,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,86.75,1410.25,0,27.62269578506384,Q3
4957-TREIR,Male,0,0,0,3,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),64.4,195.65,0,27.51959717488245,Q3
6917-YACBP,Female,1,0,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.75,5496.9,0,27.502151599452695,Q3
6854-EXGSF,Female,0,0,0,8,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),65.5,573.15,0,27.49966814745557,Q3
2045-BMBTJ,Female,1,0,0,33,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,0,27.49302709153566,Q3
0575-CUQOV,Male,1,1,0,60,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,97.95,5867.0,0,27.429166022031016,Q3
9314-QDMDW,Male,0,0,0,11,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,61.25,729.95,0,27.42860576418234,Q3
2931-SVLTV,Male,0,1,1,40,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),110.1,4469.1,0,27.376650950046212,Q3
8679-LZBMD,Male,0,1,0,44,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.65,3974.15,0,27.349408842935325,Q3
9163-GHAYE,Female,0,0,0,15,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,48.85,736.8,0,27.343007031784712,Q3
5002-GCQFH,Male,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,0,27.32496069251441,Q3
4937-QPZPO,Male,0,1,1,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.9,6241.35,0,27.311597609027476,Q3
3842-QTGDL,Male,0,1,0,16,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,0,27.258867773715078,Q3
4001-TSBTV,Female,0,1,1,58,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.55,5511.65,0,27.25057064158543,Q3
7245-JMTTQ,Female,0,0,0,51,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.5,5703.25,0,27.20858027134746,Q3
2709-UQGNP,Male,0,0,0,10,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,51.65,524.5,0,27.20153377540946,Q3
6897-UUBNU,Male,0,0,0,29,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,89.65,2623.65,0,27.17018286116744,Q3
4256-ZWTZI,Female,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,51.0,286.8,0,27.13451063087965,Q3
8205-MQUGY,Male,0,1,1,12,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15,0,27.1162326154094,Q3
3689-MOZGR,Female,0,0,0,29,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,31.2,926.2,0,27.10671105230985,Q3
8294-UIMBA,Female,0,0,0,30,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),94.4,2638.1,0,27.08759704725076,Q3
6353-BRMMA,Female,0,1,1,54,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.1,5645.8,0,27.0659461556155,Q3
2293-IJWPS,Female,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.75,5985.0,0,27.05992604869688,Q3
0326-VDYXE,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5,0,27.05684132470672,Q3
3629-WEAAM,Female,0,0,0,8,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,64.1,504.05,0,27.044872974837908,Q3
6968-GMKPR,Female,0,0,0,55,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.55,4509.5,0,27.004967453476493,Q3
6344-SFJVH,Female,0,0,0,20,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),24.9,505.95,0,26.991568406890888,Q3
7521-AFHAB,Female,0,1,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.8,220.45,0,26.98925153415192,Q3
4130-MZLCC,Female,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,26.97587038283632,Q3
7041-TXQJH,Female,0,0,0,37,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.2,1478.85,0,26.969995430019623,Q3
1976-AZZPJ,Male,0,1,0,7,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,34.2,256.6,0,26.778918879198894,Q3
6067-NGCEU,Female,0,0,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),111.05,7107.0,0,26.75435449083966,Q3
1784-EZDKJ,Male,0,1,0,51,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.8,5498.8,0,26.731983466618814,Q3
1360-JYXKQ,Female,1,1,0,54,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.1,5437.1,0,26.721934901899413,Q3
5309-TAIKL,Female,0,0,0,7,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),62.8,418.3,0,26.703395537016274,Q3
4123-FCVCB,Female,0,0,0,12,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,75.85,854.45,0,26.693312437070944,Q3
9137-NOQKA,Male,1,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.2,37.2,0,26.691746357953157,Q3
2625-TRCZQ,Female,0,1,0,51,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.65,2553.35,0,26.6830481278929,Q3
8597-CWYHH,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3,0,26.682378946563524,Q3
2623-DRYAM,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,101.75,7069.3,0,26.677478914721952,Q3
2320-SLKMB,Female,0,0,0,26,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),44.45,1183.8,0,26.66415355006072,Q3
1685-VAYJF,Male,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),45.2,492.0,0,26.657965242089087,Q3
0237-YFUTL,Female,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,0,26.651494198013076,Q3
8868-GAGIO,Male,0,1,0,45,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,84.55,3713.95,0,26.63658698983281,Q3
2607-FBDFF,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,49.0,0,26.600126825199588,Q3
6559-RAKOZ,Male,0,1,1,49,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,97.95,4917.9,0,26.58996939678115,Q3
5336-UFNZP,Female,1,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.45,7047.5,0,26.54068984302123,Q3
4468-YDOVK,Male,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),48.65,235.2,0,26.49632154997162,Q3
5370-IIVVL,Male,0,0,0,37,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),104.5,3778.0,0,26.492081642804877,Q3
8049-WJCLQ,Male,0,1,1,10,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.2,563.5,0,26.48581178727324,Q3
7629-WIXZF,Female,0,0,0,7,1,No,DSL,Yes,No,No,No,No,Yes,One year,1,Electronic check,59.1,369.25,0,26.47030554181417,Q3
5136-RGMZO,Male,0,0,0,31,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,71.05,2168.15,0,26.444343033030744,Q3
3756-VNWDH,Male,1,1,0,65,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.75,6674.65,0,26.438514717788003,Q3
7742-MYPGI,Female,0,1,1,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.8,297.35,0,26.427430992135715,Q3
7733-UDMTP,Female,1,0,0,57,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,55.0,3094.05,0,26.375098117642278,Q3
7251-XFOIL,Female,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.2,5500.6,0,26.372815442225388,Q3
2937-FTHUR,Female,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,64.8,1166.7,0,26.367490066262423,Q3
3577-AMVUX,Male,0,0,0,1,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,55.05,55.05,0,26.34759260154941,Q3
7587-AOVVU,Male,0,1,1,27,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,100.75,2793.55,0,26.34216842036655,Q3
8992-OBVDG,Male,0,0,0,21,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,61.65,1393.6,0,26.305153210602526,Q3
1575-KRZZE,Female,0,0,0,4,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.2,220.65,0,26.303079149671486,Q3
0471-ARVMX,Female,1,1,0,62,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,104.85,6312.9,0,26.27920490107235,Q3
4647-XXZAM,Female,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.5,285.2,0,26.23638832298353,Q3
7821-DPRQE,Male,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9,0,26.229086877474217,Q3
3604-WLABM,Female,0,0,0,10,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,54.25,583.0,0,26.228345402305752,Q3
7356-IWLFW,Male,0,1,1,46,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.0,3769.7,0,26.185142443256154,Q3
4324-BZCKL,Female,0,1,1,10,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,55.55,551.3,0,26.18481546699172,Q3
8695-WDYEA,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,51.25,51.25,0,26.174519555419025,Q3
5701-ZIKJE,Male,0,0,0,13,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.55,610.75,0,26.14436166982635,Q3
0058-EVZWM,Female,0,1,0,55,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0,26.11057929297872,Q3
5243-SAOTC,Male,0,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,4308.25,0,26.097408093672996,Q3
7074-STDCN,Male,0,0,0,39,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.6,1494.5,0,26.085303691092566,Q3
5274-XHAKY,Female,0,1,1,41,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),94.3,3893.6,0,26.064677657199443,Q3
7398-LXGYX,Male,0,1,0,44,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.8,3626.35,0,26.053594431582773,Q3
5201-FRKKS,Male,0,0,0,25,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.3,1952.25,0,26.015792676314586,Q3
6689-VRRTK,Female,1,0,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),109.8,4860.35,0,25.999994457683563,Q3
3404-JNXAX,Female,0,1,1,51,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,80.75,4116.9,0,25.994417468473763,Q3
9943-VSZUV,Male,1,0,0,67,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.7,5060.85,0,25.987094671015992,Q3
0215-BQKGS,Male,0,0,0,30,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.3,2438.6,0,25.981822542965816,Q3
2604-XVDAM,Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),43.8,540.95,0,25.90628904976912,Q3
0423-UDIJQ,Male,1,0,0,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,0,25.878035088954977,Q3
2924-KHUVI,Male,0,1,0,56,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.55,5514.95,0,25.873368988236077,Q3
3701-SFMUH,Male,0,1,1,7,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),69.7,516.15,0,25.840601771077935,Q3
2075-RMJIK,Female,0,1,1,5,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,49.4,232.55,0,25.810933358610296,Q3
1986-PHGZF,Male,1,0,0,18,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),58.4,964.9,0,25.80330672217323,Q3
3016-KSVCP,Male,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,33.75,1009.25,0,25.786662795007565,Q3
4685-ERGHK,Male,0,0,0,57,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,1,Electronic check,86.9,4939.25,0,25.78305964372689,Q3
3594-KADLU,Male,0,1,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,35.1,101.1,0,25.76751057255855,Q3
9500-LTVBP,Female,0,0,0,35,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),80.05,2835.9,0,25.766377206484997,Q3
6620-JDYNW,Female,0,0,0,18,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,60.6,1156.35,0,25.76052160243562,Q3
0550-DCXLH,Male,0,0,0,13,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,73.35,931.55,0,25.72376755651763,Q3
5311-IHLEI,Male,0,0,0,12,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),50.95,605.75,0,25.70453494647746,Q3
4672-FOTSD,Male,0,0,0,12,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,67.25,832.3,0,25.68903337974449,Q3
2480-EJWYP,Female,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.8,5458.8,0,25.687468870026247,Q3
7905-NJMXS,Male,1,1,0,7,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,64.2,475.0,0,25.64421150950169,Q3
7128-GGCNO,Male,0,0,0,46,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),72.8,3249.4,0,25.641903174566107,Q3
4945-RVMTE,Female,0,0,0,28,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,0,25.61510762105176,Q3
4070-OKWVH,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),94.6,5025.8,0,25.59909166655883,Q3
3620-MWJNE,Male,0,0,0,2,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.45,87.3,0,25.533060629442346,Q3
0959-WHOKV,Male,0,0,0,42,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,99.0,4298.45,0,25.52868560084132,Q3
7501-VTYLJ,Female,0,0,1,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,51.55,106.2,0,25.493304789838035,Q3
5828-DWPIL,Male,1,1,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.1,5618.3,0,25.49228196376692,Q3
0909-SDHNU,Female,0,0,1,7,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.8,201.95,0,25.477083364908253,Q3
