customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn - per cent,risk_quartile
7973-DZRKH,Female,0,0,1,66,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),90.95,5930.05,0,2.8779342658108273,Q1
5696-EXCYS,Male,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,369.05,0,2.875623101877227,Q1
8819-WFGGJ,Male,0,1,0,68,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),54.1,3794.5,0,2.864664310543987,Q1
3721-WKIIL,Female,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,561.15,0,2.8624404806262236,Q1
2277-AXSDC,Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,624.15,0,2.860341368300843,Q1
5918-VUKWP,Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.55,654.55,0,2.8585264256148037,Q1
2878-DHMIN,Male,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.9,666.0,0,2.8574630133509733,Q1
4573-JKNAE,Male,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,212.3,0,2.8556958258838647,Q1
9717-IOAAF,Male,0,0,1,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.85,788.55,0,2.8545206372942165,Q1
6631-HMANX,Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.45,6227.5,0,2.852712062634091,Q1
2167-FQSTQ,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,92.4,6786.1,0,2.8502729009994074,Q1
6463-HHXJR,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.5,7030.65,0,2.849305952207521,Q1
5849-ASHZJ,Male,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,552.9,0,2.84837824146111,Q1
3230-IUALN,Female,0,1,1,45,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,81.0,3533.6,0,2.8391223708321514,Q1
6719-FGEDO,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),97.0,7104.2,0,2.836501354210096,Q1
2252-NKNSI,Male,0,0,1,52,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,85.15,4461.85,0,2.83203205025797,Q1
8932-CZHRQ,Male,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),76.75,5233.25,0,2.8261174077622937,Q1
1092-WPIVQ,Female,0,1,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,428.45,0,2.8226497628309333,Q1
0191-EQUUH,Female,0,0,1,25,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),35.05,844.45,0,2.821458617716771,Q1
8745-PVESG,Female,0,0,0,57,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),41.1,2258.25,0,2.8209929308675585,Q1
8331-ZXFOE,Female,0,0,0,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),71.1,4299.2,0,2.818884293367511,Q1
3547-LQRIK,Female,0,1,0,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,26.9,1250.85,0,2.81874887685007,Q1
0334-ZFJSR,Female,0,1,0,55,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3462.1,0,2.816649546729947,Q1
2351-BKRZW,Female,0,1,1,43,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),75.2,3254.35,0,2.8146561093420295,Q1
3649-JPUGY,Male,0,0,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),88.6,6201.95,0,2.8078501808292096,Q1
5197-LQXXH,Female,0,1,0,71,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.3,5894.5,0,2.8053619010774278,Q1
5158-RIVOP,Female,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,202.3,0,2.8043438678827406,Q1
8277-RVRSV,Female,0,1,1,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,800.3,0,2.8026069061477967,Q1
5129-HHMZC,Female,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3574.5,0,2.7960836640402293,Q1
1328-EUZHC,Female,0,1,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,370.5,0,2.793712590401382,Q1
0310-SUCIN,Female,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,0,2.7931428292483287,Q1
4737-HOBAX,Male,0,1,0,63,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),79.8,5034.05,0,2.790388936753243,Q1
2819-GWENI,Female,0,1,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,543.0,0,2.789659801901779,Q1
6828-HMKWP,Male,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.05,262.05,0,2.777127416812655,Q1
7622-FWGEW,Male,1,1,0,56,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.65,4824.45,0,2.7728975611572735,Q1
1194-BHJYC,Male,0,1,0,61,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,62.15,3778.85,0,2.7680307364302106,Q1
0854-UYHZD,Female,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,265.3,0,2.766546007192248,Q1
4702-HDRKD,Male,0,0,0,67,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),49.35,3321.35,0,2.762530440276953,Q1
3865-ZFZIB,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,0,2.758331330083503,Q1
4024-CSNBY,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,6849.75,0,2.75710277965033,Q1
1813-JYWTO,Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),80.45,5737.6,0,2.7516818025651646,Q1
6522-OIQSX,Female,0,1,1,69,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),54.95,3772.5,0,2.7495833157480645,Q1
8606-OEGQZ,Female,0,0,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.3,454.65,0,2.749296608509626,Q1
2333-KWEWW,Male,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,388.6,0,2.748579532195801,Q1
3812-LRZIR,Female,0,1,1,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.5,761.95,0,2.7474123241754644,Q1
7110-BDTWG,Female,0,1,0,71,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Electronic check,47.05,3263.6,0,2.7442487136178992,Q1
0064-SUDOG,Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.3,224.5,0,2.743357868807487,Q1
2606-PKWJB,Male,0,0,1,40,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,1564.05,0,2.742929054793147,Q1
4962-CHQPW,Male,0,0,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,535.05,0,2.7416262587750895,Q1
2404-JIBFC,Female,0,1,1,55,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.1,4657.95,0,2.740417827319226,Q1
1843-TLSGD,Female,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,272.35,0,2.740118189702332,Q1
7596-IIWYC,Female,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.25,538.2,0,2.735531926046623,Q1
3129-AAQOU,Female,0,1,1,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.6,485.9,0,2.721537726642346,Q1
4178-EGMON,Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),88.0,5986.45,0,2.7153127568508593,Q1
4891-NLUBA,Female,0,1,1,61,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),61.45,3751.15,0,2.714880004247334,Q1
6121-TNHBO,Female,1,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),83.0,5243.05,0,2.713741186574474,Q1
2890-WFBHU,Female,0,0,0,59,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1,0,2.7067116894043073,Q1
0804-YGEQV,Female,0,1,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.45,993.15,0,2.7045932961588868,Q1
4667-QONEA,Female,1,1,1,60,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),74.85,4456.35,0,2.6983439942775513,Q1
4547-FZJWE,Male,0,1,1,55,1,No,DSL,Yes,No,No,No,No,Yes,One year,0,Credit card (automatic),59.45,3157.0,0,2.69718675899125,Q1
4584-LBNMK,Male,1,1,0,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.7,1174.35,0,2.6951131939862405,Q1
9795-NREXC,Female,0,1,0,64,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5484.4,0,2.6945995077892313,Q1
1525-LNLOJ,Male,0,1,1,66,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),63.3,4189.7,0,2.689714002672941,Q1
9359-UGBTK,Female,0,0,0,67,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),72.35,4991.5,0,2.6745393859902435,Q1
7473-ZBDSN,Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.8,255.55,0,2.659410316074761,Q1
1535-VTJOQ,Female,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,553.0,0,2.6574177515594606,Q1
3401-URHDA,Male,0,0,0,51,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),59.9,3043.6,0,2.6540431036568064,Q1
1960-UOTYM,Male,0,1,1,52,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,79.2,4016.3,0,2.65146739244496,Q1
8143-ETQTI,Female,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,0,2.651118509958824,Q1
1293-HHSHJ,Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.1,741.0,0,2.6480553271352716,Q1
2040-LDIWQ,Male,0,1,1,65,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.2,5324.5,0,2.6460468950584204,Q1
8144-DGHXP,Female,0,0,0,54,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,80.6,4299.95,0,2.6352256246696992,Q1
9509-MPYOD,Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,700.45,0,2.634424151605061,Q1
0436-TWFFZ,Female,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,0,2.6334521371972,Q1
5148-HKFIR,Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,406.95,0,2.6329917059394683,Q1
9880-TDQAC,Female,0,1,1,72,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,60.0,4264.0,0,2.63106897082853,Q1
9830-ECLEN,Male,0,1,1,58,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,50.0,2919.85,0,2.627732468339928,Q1
7501-IWUNG,Female,0,1,1,61,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),73.8,4616.05,0,2.6269775887894276,Q1
2516-XSJKX,Female,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,3126.45,0,2.621078353531134,Q1
3654-ARMGP,Female,0,0,0,61,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.65,5321.25,0,2.620761261574332,Q1
4293-ETKAP,Female,0,1,1,65,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.4,5071.9,0,2.607735290485507,Q1
8999-YPYBV,Male,0,1,1,45,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.35,3858.05,0,2.601690862296999,Q1
3720-DBRWL,Male,0,1,0,51,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.85,4307.1,0,2.5990533923276504,Q1
8510-TMWYB,Female,0,1,1,54,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.8,3246.45,0,2.585771206279881,Q1
8884-FEEWR,Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.6,754.0,0,2.584359016119997,Q1
2266-FUBDZ,Male,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,278.85,0,2.5756735541894025,Q1
6609-MXJHJ,Female,0,1,1,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,25.1,789.55,0,2.570308795204306,Q1
2192-OZITF,Female,0,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,73.55,3349.1,0,2.569156476493512,Q1
2302-OUZXB,Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),82.15,5784.3,0,2.56421978536427,Q1
4039-PIMHX,Male,1,1,0,49,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,2398.4,0,2.5616116362589936,Q1
3378-AJRAO,Male,0,1,1,44,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.85,1013.6,0,2.5615276412963297,Q1
1089-XZWHH,Female,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,494.05,0,2.5582533541546724,Q1
0559-CKHUS,Female,0,1,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.55,521.8,0,2.5539966852783325,Q1
6603-YRDCJ,Male,0,1,0,33,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.05,2018.4,0,2.5531935693810603,Q1
8390-FESFV,Female,0,0,0,62,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),84.5,5193.2,0,2.5458454680162346,Q1
3887-PBQAO,Female,0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,0,2.5435556042921617,Q1
4703-MQYKT,Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,390.4,0,2.5433936429329056,Q1
5313-FPXWG,Male,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.6,1266.4,0,2.5425200477229506,Q1
2239-CGBUZ,Female,0,1,0,51,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.5,3145.15,0,2.5408931984894965,Q1
6963-EZQEE,Male,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.55,6306.5,0,2.539927390538175,Q1
0993-OSGPT,Female,1,1,0,68,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),60.65,3975.9,0,2.5374648654618097,Q1
7609-YBPXG,Male,0,0,0,54,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),87.1,4735.2,0,2.5336011872700164,Q1
7025-WCBNE,Male,1,0,0,47,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.6,2754.0,0,2.5288624797437054,Q1
2405-LBMUW,Female,0,1,1,61,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),50.7,3088.75,0,2.5280183649071484,Q1
9385-NXKDA,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),82.65,5919.35,0,2.5240088701097667,Q1
3569-VLDHH,Male,0,1,1,66,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,75.1,5013.0,0,2.5209583850137802,Q1
6872-HXFNF,Female,0,1,0,64,1,Yes,DSL,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),58.35,3756.45,0,2.520837141056124,Q1
2000-DHJUY,Female,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),92.2,6474.45,0,2.5183898795011315,Q1
9824-QCJPK,Male,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,666.75,0,2.5172014437285117,Q1
8060-HIWJJ,Male,0,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.55,5632.55,0,2.515653384471638,Q1
6120-RJKLU,Female,1,1,0,62,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.95,4819.75,0,2.510223717288117,Q1
1265-HVPZB,Male,0,1,0,59,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),66.4,3958.2,0,2.509048604583841,Q1
0513-RBGPE,Male,0,1,1,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),62.8,2278.75,0,2.5087645010522808,Q1
3486-NPGST,Female,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,620.75,0,2.506990410588176,Q1
6418-HNFED,Male,0,1,0,51,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.25,4089.45,0,2.49873417298096,Q1
2753-JMMCV,Male,0,0,0,65,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.2,4805.65,0,2.4984905441595586,Q1
5387-ASZNZ,Female,1,0,0,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),63.85,4174.35,0,2.493250059716704,Q1
9150-HEPMB,Male,0,0,0,56,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,52.7,3019.7,0,2.493188156922714,Q1
7061-OVMIM,Female,0,1,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,608.5,0,2.487958208349814,Q1
6772-WFQRD,Male,0,0,1,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.4,854.9,0,2.4804545037098595,Q1
8565-WUXZU,Male,1,1,0,72,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),84.8,6141.65,0,2.480288033315908,Q1
2863-IMQDR,Female,0,0,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,89.65,5308.7,0,2.478524130911504,Q1
6810-VCAEX,Female,0,0,0,47,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),39.65,1798.65,0,2.4724486581565954,Q1
2123-VSCOT,Female,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),72.1,4194.85,0,2.470215177277519,Q1
