customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn,risk_churn %,risk_churn - per cent,risk_quartile
7596-ZYWBB,Female,0,0,0,65,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,59.6,3739.8,0,64.49505970718414,60.19171931778271,60.19171931778271,Q4
1400-WIVLL,Male,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,107.95,5969.85,0,15.142892752544522,60.173953343303666,60.173953343303666,Q4
1022-RKXDR,Female,0,0,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.85,962.25,0,35.808980681844645,60.16940245989317,60.16940245989317,Q4
2739-CACDQ,Female,1,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),82.65,1470.05,0,30.97392159478295,60.061795836639135,60.061795836639135,Q4
5380-XPJNZ,Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,678.2,0,3.58286721089566,60.01826236242051,60.01826236242051,Q4
4283-IVYCI,Male,0,0,0,9,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,64.95,547.8,0,21.903442328183438,60.01825877619886,60.01825877619886,Q4
7901-TBKJX,Male,1,0,0,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.05,5594.0,0,0.814007642894466,59.9658980643852,59.9658980643852,Q4
8871-JLMHM,Female,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),90.2,6297.65,0,6.221631934004675,59.946495220800486,59.946495220800486,Q4
2577-GVSIL,Male,0,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),73.45,2661.1,0,3.271021288534154,59.92002501724733,59.92002501724733,Q4
2167-FQSTQ,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,92.4,6786.1,0,1.751452073212519,59.855281911188676,59.855281911188676,Q4
0057-QBUQH,Female,0,0,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,25.1,1070.15,0,10.38448757767505,59.83434300350087,59.83434300350087,Q4
3413-CSSTH,Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,2237.55,0,40.045716456629954,59.78977466744306,59.78977466744306,Q4
2862-PFNIK,Male,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,24.7,0,1.041001355530069,59.76346945312272,59.76346945312272,Q4
5816-JMLGY,Female,0,1,1,70,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.4,5717.85,0,2.0337551186663743,59.65282395876497,59.65282395876497,Q4
2077-DDHJK,Female,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),70.9,4911.35,0,5.992288056535875,59.586920890124716,59.586920890124716,Q4
3740-RLMVT,Male,1,1,0,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.95,4119.4,0,8.212521112814139,59.51972212741347,59.51972212741347,Q4
7268-WNTCP,Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.45,1297.35,0,0.6519234577407568,59.48027072016917,59.48027072016917,Q4
6080-LNESI,Male,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.75,1234.6,0,50.87437160130192,59.47097750451419,59.47097750451419,Q4
2257-BOVXD,Male,0,1,0,14,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),66.6,979.5,0,21.404683182172324,59.44081792747632,59.44081792747632,Q4
7673-LPRNY,Female,0,0,0,23,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,78.55,1843.05,0,6.526009272342422,59.39957357696179,59.39957357696179,Q4
5126-RCXYW,Male,0,1,1,54,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),46.0,2424.05,0,18.96671866335206,59.391974446159715,59.391974446159715,Q4
7083-MIOPC,Female,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1566.9,0,12.468933142116416,59.29115527242178,59.29115527242178,Q4
8148-BPLZQ,Male,0,0,0,34,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.8,1734.2,0,21.699633368880892,59.283137378975816,59.283137378975816,Q4
9356-AXGMP,Male,0,1,0,38,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,110.7,4428.6,0,4.855706058722105,59.2518515046924,59.2518515046924,Q4
0083-PIVIK,Male,0,0,0,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Electronic check,81.25,5567.55,0,13.548973233901329,59.244977696957044,59.244977696957044,Q4
2223-GDSHL,Male,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,8297.5,0,3.0548013915223935,59.23206624845736,59.23206624845736,Q4
3454-JFUBC,Male,1,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.0,1396.0,0,14.022532655230629,59.164865501390686,59.164865501390686,Q4
7814-LEEVE,Female,0,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,20.3,0,1.8258805764409989,59.11605892773923,59.11605892773923,Q4
1685-VAYJF,Male,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),45.2,492.0,0,12.375605798372714,59.056371446421544,59.056371446421544,Q4
5816-SCGFC,Female,1,0,0,7,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.3,419.35,0,10.500209346493616,59.018065171280085,59.018065171280085,Q4
5049-MUBWG,Male,0,0,0,26,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),75.0,1908.35,0,43.646350973532826,58.96809567872933,58.96809567872933,Q4
6916-HIJSE,Female,0,0,0,65,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.85,5459.2,0,8.402539155169057,58.86141818862739,58.86141818862739,Q4
1552-AAGRX,Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.4,3211.9,0,34.008739527780065,58.801134616897876,58.801134616897876,Q4
0953-LGOVU,Male,0,1,1,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,35.5,432.25,0,4.21160713417016,58.79676464918001,58.79676464918001,Q4
9146-JRIOX,Female,0,1,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.55,372.45,0,9.210549283371398,58.77044298506491,58.77044298506491,Q4
5312-UXESG,Female,0,0,0,41,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.05,3990.6,0,13.224578370002025,58.68794031816525,58.68794031816525,Q4
2790-XUYMV,Male,0,0,1,71,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),85.45,6028.95,0,0.5030488280980935,58.62237140547114,58.62237140547114,Q4
2432-TFSMK,Male,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),89.6,1633.0,0,1.7569737422597633,58.61898033900614,58.61898033900614,Q4
1816-FLZDK,Male,0,0,0,1,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,29.15,29.15,0,2.5458454680162346,58.606950434985926,58.606950434985926,Q4
8606-CIQUL,Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.75,8399.15,0,2.0533688706445687,58.43430614357027,58.43430614357027,Q4
2676-OXPPQ,Male,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,335.65,0,6.545806944046998,58.398852126537705,58.398852126537705,Q4
3082-YVEKW,Female,0,1,1,23,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),77.15,1759.4,0,22.520155893517888,58.38778262196469,58.38778262196469,Q4
6188-UXBBR,Female,0,1,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.25,814.75,0,25.138003311533037,58.378945370775114,58.378945370775114,Q4
4518-FZBSX,Male,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0,0.43872583189107717,58.33925170518256,58.33925170518256,Q4
7089-XXAYG,Male,0,1,0,25,0,No phone service,DSL,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),38.1,970.4,0,60.78077121136841,58.33222704582541,58.33222704582541,Q4
1085-LDWAM,Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,1442.65,0,20.55514614180856,58.26983360310531,58.26983360310531,Q4
4504-YOULA,Female,0,1,1,35,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),59.45,2136.9,0,2.1962128100358114,58.19487861854293,58.19487861854293,Q4
5666-CYCYZ,Female,0,0,0,24,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.55,2259.35,0,1.9336501167074132,58.15317838999623,58.15317838999623,Q4
8532-UEFWH,Male,0,1,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1345.85,0,1.1274741896502944,58.1037465328225,58.1037465328225,Q4
5724-BIDBU,Male,0,1,0,49,1,Yes,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,55.35,2633.95,0,0.8407702636424809,58.07754936319023,58.07754936319023,Q4
7921-BEPCI,Female,0,0,0,72,1,Yes,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),59.75,4265.0,0,33.89962148479354,58.03437920659367,58.03437920659367,Q4
6681-ZSEXG,Male,0,1,0,56,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),59.5,3389.25,0,0.5422541400983218,57.97319572983988,57.97319572983988,Q4
9129-UXERG,Female,1,0,0,18,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),103.6,1806.35,0,28.40000710104727,57.9094183351726,57.9094183351726,Q4
1376-HHBDV,Female,0,0,0,30,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,1536.75,0,18.585957602104653,57.90893676672431,57.90893676672431,Q4
8098-TDCBU,Female,0,1,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,25.25,1108.2,0,8.970755458708114,57.83321749122876,57.83321749122876,Q4
7576-JMYWV,Female,1,1,1,46,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.2,4972.1,0,2.18584366739728,57.83063286204416,57.83063286204416,Q4
9389-ACWBI,Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),69.95,320.4,0,0.5568865380040692,57.79662534423966,57.79662534423966,Q4
9489-UTFKA,Male,1,1,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),60.9,551.95,0,4.378323461182094,57.78227398967907,57.78227398967907,Q4
7905-TVXTA,Female,0,0,0,5,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,64.35,352.65,0,40.29193124336072,57.77902242392392,57.77902242392392,Q4
3769-MHZNV,Female,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,670.35,0,6.192314888617785,57.77571505841597,57.77571505841597,Q4
8218-FFJDS,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.4,6058.95,0,1.456798868326277,57.7314522039335,57.7314522039335,Q4
8878-RYUKI,Female,0,0,0,52,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,59.45,3043.7,0,3.308818455757763,57.69371338494136,57.69371338494136,Q4
0603-TPMIB,Female,0,1,1,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.45,1534.05,0,23.50923383509041,57.64575728583925,57.64575728583925,Q4
3528-HFRIQ,Male,1,1,0,71,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),52.3,3765.05,0,83.75773773736846,57.63425517789644,57.63425517789644,Q4
2890-WFBHU,Female,0,0,0,59,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1,0,51.82592327346236,57.60107213923615,57.60107213923615,Q4
0014-BMAQU,Male,0,1,0,63,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Credit card (automatic),84.65,5377.8,0,42.936618314625335,57.54334262942669,57.54334262942669,Q4
2176-OSJUV,Male,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.15,4681.75,0,35.061559420469166,57.50272421720636,57.50272421720636,Q4
2724-FJDYW,Male,0,0,1,39,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),54.85,2191.7,0,16.191887979665896,57.49962155855102,57.49962155855102,Q4
6022-KOUQO,Female,0,1,1,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),29.05,44.75,0,5.75379987521085,57.40446980298908,57.40446980298908,Q4
9225-BZLNZ,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,85.25,6083.1,0,42.75847162659783,57.35163980934309,57.35163980934309,Q4
9552-TGUZV,Male,0,1,0,8,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,75.0,658.1,0,1.174283740520827,57.22118734348264,57.22118734348264,Q4
7032-LMBHI,Female,0,0,0,37,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,0,Bank transfer (automatic),64.65,2347.85,0,1.5677011104037903,57.158427758696654,57.158427758696654,Q4
1121-QSIVB,Female,0,0,1,44,1,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,77.55,3471.1,0,23.407605527820223,57.13298783441905,57.13298783441905,Q4
4827-LTQRJ,Female,1,1,1,66,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),110.6,7210.85,0,5.341785438243898,57.12306980999474,57.12306980999474,Q4
2187-PKZAY,Male,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,0,77.60396647310557,57.09087697057353,57.09087697057353,Q4
1428-IEDPR,Male,0,0,0,52,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.3,5731.4,0,0.7909461452853407,57.0658832497478,57.0658832497478,Q4
2626-VEEWG,Male,0,1,1,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.4,1284.2,0,13.485361687674773,57.015174184854956,57.015174184854956,Q4
5498-IBWPI,Female,0,1,1,66,1,No,DSL,No,No,No,Yes,No,No,One year,1,Credit card (automatic),49.4,3251.85,0,62.60202273387051,57.00981273443598,57.00981273443598,Q4
7919-ZODZZ,Female,0,1,1,10,1,No,DSL,No,Yes,Yes,No,No,Yes,One year,1,Mailed check,65.9,660.05,0,20.49947020744904,56.995072531224025,56.995072531224025,Q4
0384-LPITE,Male,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,0,66.99121203484145,56.994695480941715,56.994695480941715,Q4
6229-UOLQL,Male,0,1,1,56,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,1,Mailed check,52.0,2884.9,0,8.425802703217606,56.94052288203865,56.94052288203865,Q4
0665-XHDJU,Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,99.4,7285.7,0,19.468851119027246,56.940221893771316,56.940221893771316,Q4
3642-BYHDO,Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,1389.35,0,51.176745742348714,56.873545118943646,56.873545118943646,Q4
0112-QAWRZ,Male,0,1,1,16,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),90.8,1442.2,0,1.9777549431272763,56.85874215583916,56.85874215583916,Q4
2480-JZOSN,Female,0,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,20.65,0,8.854681965519832,56.76188672995923,56.76188672995923,Q4
5201-CBWYG,Male,0,1,1,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.8,1476.25,0,12.774116552971579,56.72228735639393,56.72228735639393,Q4
2718-YSKCS,Male,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.6,1387.45,0,73.00278626599773,56.714395867084086,56.714395867084086,Q4
0244-LGNFY,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.65,6733.0,0,48.53087481179436,56.67007260895698,56.67007260895698,Q4
6959-GQEGV,Male,0,0,0,45,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,75.95,3273.8,0,5.644335128281021,56.62825838007295,56.62825838007295,Q4
4090-KPJIP,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,212.4,0,24.359332485586297,56.577777223027205,56.577777223027205,Q4
5956-YHHRX,Male,1,0,0,21,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.35,2271.85,0,9.552718543694425,56.572506572208084,56.572506572208084,Q4
7823-JSOAG,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.5,217.45,0,12.538158977243436,56.525090314957595,56.525090314957595,Q4
7017-VFHAY,Female,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.1,7008.15,0,71.09624232657012,56.49618453134691,56.49618453134691,Q4
2235-EZAIK,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.2,5401.9,0,58.07754936319023,56.4808178659838,56.4808178659838,Q4
1760-CAZHT,Male,0,0,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,460.2,0,32.982982048377714,56.46822188220624,56.46822188220624,Q4
4121-AGSIN,Female,0,1,1,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,1497.9,0,14.562419292362577,56.44726564669311,56.44726564669311,Q4
9904-EHEVJ,Female,1,1,1,32,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,91.35,2896.55,0,44.83934914082687,56.42929013337853,56.42929013337853,Q4
9089-UOWJG,Female,0,1,1,12,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),58.35,740.55,0,4.074119721506616,56.37550800956974,56.37550800956974,Q4
3318-NMQXL,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.0,266.8,0,2.064919247740837,56.36649299636367,56.36649299636367,Q4
0480-BIXDE,Female,0,1,0,19,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,1743.05,0,12.54195496646977,56.357734683683155,56.357734683683155,Q4
8564-LDKFL,Male,0,1,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.0,4178.65,0,67.91536472700655,56.32554924988676,56.32554924988676,Q4
2521-NPUZR,Male,0,1,0,70,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.0,7085.5,0,45.860584743123034,56.30720907777918,56.30720907777918,Q4
4320-QMLLA,Male,0,0,0,7,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,54.85,370.4,0,0.618747526484448,56.2440928600525,56.2440928600525,Q4
0581-BXBUB,Female,1,0,0,4,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,72.75,317.75,0,37.41958846474675,56.21647364538297,56.21647364538297,Q4
9227-YBAXE,Female,0,1,1,65,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),82.5,5215.1,0,3.219107590036769,56.21546798803444,56.21546798803444,Q4
0254-FNMCI,Female,0,0,0,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.9,7624.2,0,20.50189451315172,56.17402037147097,56.17402037147097,Q4
1722-LDZJS,Male,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.2,1068.15,0,2.3632227985755936,56.14429099727285,56.14429099727285,Q4
5697-GOMBF,Female,1,1,1,28,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.9,973.65,0,3.8041329192179547,56.1384363870789,56.1384363870789,Q4
4884-ZTHVF,Female,1,0,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,87.1,713.6,0,0.5291385413497264,56.12028153556532,56.12028153556532,Q4
6181-AXXYF,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1859.1,0,51.774420249148854,56.11758070866604,56.11758070866604,Q4
9796-BPKIW,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,562.7,0,10.752646927152936,56.08986800685574,56.08986800685574,Q4
9470-XCCEM,Male,0,1,1,35,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.65,3161.6,0,6.415910764653514,56.04868962537034,56.04868962537034,Q4
2665-NPTGL,Female,1,1,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,0,3.566800740067979,55.992434765299734,55.992434765299734,Q4
0464-WJTKO,Female,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1460.85,0,0.44913433111499634,55.95684410423004,55.95684410423004,Q4
2430-RRYUW,Male,0,0,0,66,1,No,DSL,Yes,Yes,No,No,No,No,One year,1,Mailed check,54.8,3465.7,0,5.782834180322204,55.904937932160124,55.904937932160124,Q4
9494-MRNYX,Male,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.05,786.3,0,39.20092538566758,55.90483791430587,55.90483791430587,Q4
8229-MYEJZ,Female,0,0,0,10,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,51.2,498.25,0,24.030109718894245,55.87511817213595,55.87511817213595,Q4
6950-TWMYB,Male,0,1,1,54,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),79.95,4362.05,0,3.24221290137393,55.82682130610929,55.82682130610929,Q4
4335-UPJSI,Female,0,0,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,498.1,0,59.11605892773923,55.800844792142534,55.800844792142534,Q4
4644-PIZRT,Male,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),70.35,1201.65,0,4.152481725370193,55.75332454797186,55.75332454797186,Q4
0734-OXWBT,Male,0,0,1,3,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,70.7,225.65,0,1.5038694933988483,55.7269376138417,55.7269376138417,Q4
5968-HYJRZ,Male,0,1,1,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1160.45,0,46.97083463503445,55.64152198208527,55.64152198208527,Q4
4698-KVLLG,Female,1,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,967.9,0,27.82908530091476,55.56502934104335,55.56502934104335,Q4
4723-BEGSG,Male,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.65,6094.25,0,1.3776313114747052,55.55457027631472,55.55457027631472,Q4
0330-BGYZE,Male,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,0,23.831276682516307,55.54148230756558,55.54148230756558,Q4
1837-YQUCE,Female,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),58.35,4214.25,0,8.9751025571337,55.49542541786128,55.49542541786128,Q4
5222-IMUKT,Male,0,0,0,32,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.05,2871.5,0,12.168370351291147,55.467887668223234,55.467887668223234,Q4
8887-IPQNC,Female,0,1,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.25,313.45,0,14.708808399844758,55.430529266121084,55.430529266121084,Q4
2085-JVGAD,Male,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0,2.7495833157480645,55.26769453528304,55.26769453528304,Q4
5614-DNZCE,Female,0,0,0,58,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45,0,8.037207431120914,55.26469225202191,55.26469225202191,Q4
5129-HHMZC,Female,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3574.5,0,10.594463079147587,55.14303014904808,55.14303014904808,Q4
9447-YPTBX,Female,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,943.1,0,0.9921502118161184,55.10535746806718,55.10535746806718,Q4
