customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn,risk_churn %,risk_churn - per cent,risk_quartile
9411-TPQQV,Female,0,0,0,40,0,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),54.55,2236.2,0,8.058376752959402,2.9352092217505747,2.9352092217505747,Q1
8859-DZTGQ,Male,0,0,0,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,689.75,0,1.427184969631237,2.930303604870035,2.930303604870035,Q1
7544-ZVIKX,Male,0,1,1,58,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.05,6004.85,0,29.70748086431311,2.9253968227815057,2.9253968227815057,Q1
1535-VTJOQ,Female,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,553.0,0,41.19168990429111,2.917756221019522,2.917756221019522,Q1
4813-HQMGZ,Female,0,1,0,8,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.25,743.75,0,7.5456998262597414,2.9176478862230093,2.9176478862230093,Q1
2749-CTKAJ,Male,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,0,27.798241160165247,2.91730837942586,2.91730837942586,Q1
3525-DVKFN,Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,358.05,0,50.03094040940932,2.914139490852144,2.914139490852144,Q1
9000-PLFUZ,Female,1,1,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),49.45,2907.55,0,7.6590940153109,2.911127198228915,2.911127198228915,Q1
2074-GUHPQ,Female,0,0,1,17,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),92.7,1556.85,0,45.71291545851726,2.9060622653127957,2.9060622653127957,Q1
7271-AJDTL,Female,0,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),94.45,5073.1,0,0.5632560486274217,2.904907709318839,2.904907709318839,Q1
7669-LCRSD,Male,0,1,1,12,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,56.3,628.65,0,14.541990354970464,2.9038344865173116,2.9038344865173116,Q1
5671-UUNXD,Female,1,1,0,50,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.65,5189.75,0,18.53830908430379,2.902588007291073,2.902588007291073,Q1
6786-OBWQR,Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.85,356.1,0,2.6460468950584204,2.8996058750689566,2.8996058750689566,Q1
1423-BMPBQ,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.0,19.0,0,7.53046244196236,2.895786258588014,2.895786258588014,Q1
4385-ZKVNW,Male,0,1,1,44,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),54.9,2549.1,0,5.643929581403225,2.895608775051497,2.895608775051497,Q1
8169-SAEJD,Male,1,1,0,69,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,3952.65,0,10.59494277010202,2.893742023139395,2.893742023139395,Q1
5995-WWKKG,Female,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.8,695.05,0,33.18254511618112,2.893354386953938,2.893354386953938,Q1
3597-MVHJT,Female,0,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,2595.25,0,9.272704661952858,2.8817835835105563,2.8817835835105563,Q1
5360-LJCNJ,Female,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.15,7555.0,0,8.980494087869864,2.8779342658108273,2.8779342658108273,Q1
0440-MOGPM,Female,0,0,0,41,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3263.9,0,14.569427314633304,2.875623101877227,2.875623101877227,Q1
6705-LXORM,Female,1,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.05,302.6,0,32.92710488574238,2.864664310543987,2.864664310543987,Q1
1642-HMARX,Female,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,91.7,6424.7,0,13.372631853052381,2.8624404806262236,2.8624404806262236,Q1
4806-DXQCE,Female,1,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.65,7714.65,0,58.77044298506491,2.860341368300843,2.860341368300843,Q1
0404-AHASP,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,0,67.08421812716206,2.8585264256148037,2.8585264256148037,Q1
6856-RAURS,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.9,136.05,0,4.424020897041818,2.8574630133509733,2.8574630133509733,Q1
5947-SGKCL,Female,0,1,1,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,12.34416339569487,2.8556958258838647,2.8556958258838647,Q1
8999-YPYBV,Male,0,1,1,45,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.35,3858.05,0,0.9532418889797766,2.8545206372942165,2.8545206372942165,Q1
9258-CNWAC,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),113.65,8166.8,0,1.1343260480005934,2.852712062634091,2.852712062634091,Q1
9418-RUKPH,Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,756.4,0,6.51800941003353,2.8502729009994074,2.8502729009994074,Q1
5795-KTGUD,Female,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),110.8,7553.6,0,21.426735487889527,2.849305952207521,2.849305952207521,Q1
5022-JNQEQ,Female,0,1,1,9,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,75.85,647.5,0,18.53795402275418,2.84837824146111,2.84837824146111,Q1
0436-TWFFZ,Female,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,0,36.96473937731385,2.8391223708321514,2.8391223708321514,Q1
2675-OTVVJ,Male,1,1,0,31,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,89.45,2807.65,0,11.50669501017595,2.836501354210096,2.836501354210096,Q1
7537-CBQUZ,Male,1,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.4,7031.45,0,46.318224762629214,2.83203205025797,2.83203205025797,Q1
0929-HYQEW,Male,0,0,0,3,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,160.85,0,29.479032504932256,2.8261174077622937,2.8261174077622937,Q1
4163-HFTUK,Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.1,1007.8,0,0.7564933711408173,2.8226497628309333,2.8226497628309333,Q1
2657-VPXTA,Female,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,929.45,0,9.370941964465587,2.821458617716771,2.821458617716771,Q1
2985-JUUBZ,Male,0,1,1,40,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,74.55,3015.75,0,2.864664310543987,2.8209929308675585,2.8209929308675585,Q1
3638-VBZTA,Male,0,0,1,68,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.5,5882.75,0,1.4034679140757154,2.818884293367511,2.818884293367511,Q1
7465-ZZRVX,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,70.35,0,18.68228561408368,2.81874887685007,2.81874887685007,Q1
7777-UNYHB,Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.1,232.4,0,2.8053619010774278,2.816649546729947,2.816649546729947,Q1
8065-QBYTO,Female,1,0,0,71,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,1,Credit card (automatic),99.65,7181.25,0,17.55485868602042,2.8146561093420295,2.8146561093420295,Q1
7321-VGNKU,Female,0,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,120.25,0,56.32554924988676,2.8078501808292096,2.8078501808292096,Q1
4072-IPYLT,Female,0,1,1,36,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,1815.0,0,13.349788457969375,2.8053619010774278,2.8053619010774278,Q1
6481-ESCNL,Female,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.55,2878.75,0,36.71288564707987,2.8043438678827406,2.8043438678827406,Q1
9367-OIUXP,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,73.05,0,1.6431166229235343,2.8026069061477967,2.8026069061477967,Q1
5014-GSOUQ,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,243.65,0,26.721934901899413,2.7960836640402293,2.7960836640402293,Q1
3084-DOWLE,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.0,6474.4,0,3.3713018030018875,2.793712590401382,2.793712590401382,Q1
0277-ORXQS,Male,0,1,1,66,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),50.55,3364.55,0,20.451307367382142,2.7931428292483287,2.7931428292483287,Q1
7695-PKLCZ,Female,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1424.9,0,5.953992772012686,2.790388936753243,2.790388936753243,Q1
4016-BJKTZ,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,0,6.506887147519389,2.789659801901779,2.789659801901779,Q1
3884-UEBXB,Female,0,1,1,67,0,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),36.15,2434.45,0,1.5057053342234403,2.777127416812655,2.777127416812655,Q1
5195-KPUNQ,Female,1,0,0,53,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Mailed check,96.75,5206.55,0,22.906008872271443,2.7728975611572735,2.7728975611572735,Q1
0420-TXVSG,Male,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,0,6.918196880135627,2.7680307364302106,2.7680307364302106,Q1
3345-PBBFH,Male,0,1,0,8,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,393.45,0,25.873368988236077,2.766546007192248,2.766546007192248,Q1
5945-AZYHT,Male,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,109.6,7854.15,0,14.551307660074858,2.762530440276953,2.762530440276953,Q1
3196-NVXLZ,Female,0,0,0,25,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.6,2088.05,0,12.127356343535645,2.758331330083503,2.758331330083503,Q1
6133-OZILE,Female,0,0,0,18,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,35.2,607.3,0,1.374063539901887,2.75710277965033,2.75710277965033,Q1
4644-OBGFZ,Male,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,1026.35,0,1.9975689627011444,2.7516818025651646,2.7516818025651646,Q1
1194-HVAIF,Female,0,1,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),95.0,2462.55,0,4.558266933931609,2.7495833157480645,2.7495833157480645,Q1
7233-PAHHL,Male,0,1,1,66,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.0,5714.25,0,5.441289542438434,2.749296608509626,2.749296608509626,Q1
1468-DEFNC,Male,1,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.4,1548.65,0,19.313573880783277,2.748579532195801,2.748579532195801,Q1
2911-IJORQ,Male,0,0,0,37,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),90.6,3358.65,0,9.540947511302516,2.7474123241754644,2.7474123241754644,Q1
4847-TAJYI,Female,1,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.35,567.8,0,1.3733344196602932,2.7442487136178992,2.7442487136178992,Q1
4465-VDKIQ,Female,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,77.8,1358.6,0,0.5933400549341084,2.743357868807487,2.743357868807487,Q1
6963-EZQEE,Male,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.55,6306.5,0,15.456430541059657,2.742929054793147,2.742929054793147,Q1
7609-NRNCA,Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85,0,13.532888966286208,2.7416262587750895,2.7416262587750895,Q1
0411-EZJZE,Female,0,0,0,3,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,0,2.320641000673235,2.740417827319226,2.740417827319226,Q1
8859-YSTWS,Male,0,0,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1004.5,0,12.5505249372891,2.740118189702332,2.740118189702332,Q1
8917-FAEMR,Female,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,784.25,0,35.47087082611104,2.735531926046623,2.735531926046623,Q1
8957-THMOA,Female,0,0,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.15,970.85,0,8.51021217156925,2.721537726642346,2.721537726642346,Q1
4573-JKNAE,Male,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,212.3,0,46.94358010690999,2.7153127568508593,2.7153127568508593,Q1
7398-HPYZQ,Male,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),90.55,6404.0,0,0.7318132448229736,2.714880004247334,2.714880004247334,Q1
8143-ETQTI,Female,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,0,0.8839398247302944,2.713741186574474,2.713741186574474,Q1
8213-TAZPM,Female,0,1,1,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.75,7493.05,0,1.0566272325703912,2.7067116894043073,2.7067116894043073,Q1
2325-WINES,Female,0,0,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.05,3416.85,0,0.3111261680877698,2.7045932961588868,2.7045932961588868,Q1
9388-ZEYVT,Male,0,0,0,43,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,0,Electronic check,44.15,1931.3,0,73.18233582797703,2.6983439942775513,2.6983439942775513,Q1
5226-NOZFC,Male,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.75,2146.5,0,24.03588586356787,2.69718675899125,2.69718675899125,Q1
2969-QWUBZ,Female,0,0,0,2,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,51.4,96.8,0,3.8199527157339714,2.6951131939862405,2.6951131939862405,Q1
1150-FTQGN,Female,0,1,1,60,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.15,5811.8,0,1.3474687171206616,2.6945995077892313,2.6945995077892313,Q1
4116-IQRFR,Male,0,1,1,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.1,73.1,0,49.89946459090335,2.689714002672941,2.689714002672941,Q1
4257-GAESD,Female,0,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),45.0,298.7,0,39.657869442861376,2.6745393859902435,2.6745393859902435,Q1
8267-KFGYD,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,0,18.138330587746847,2.659410316074761,2.659410316074761,Q1
4854-SSLTN,Male,0,1,1,2,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,59.5,130.5,0,0.9431724260892674,2.6574177515594606,2.6574177515594606,Q1
2266-SJNAT,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),109.15,7789.6,0,14.13327817798867,2.6540431036568064,2.6540431036568064,Q1
3227-WLKLI,Female,0,1,1,65,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),91.55,5963.95,0,0.5283094507876507,2.65146739244496,2.65146739244496,Q1
6869-FGJJC,Male,0,0,0,68,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Credit card (automatic),79.6,5461.45,0,7.874814308075792,2.651118509958824,2.651118509958824,Q1
4881-GQJTW,Male,0,0,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.6,300.4,0,11.195517962376863,2.6480553271352716,2.6480553271352716,Q1
7020-OZKXZ,Female,1,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),75.5,637.4,0,64.56408577632035,2.6460468950584204,2.6460468950584204,Q1
8709-KRDVL,Female,0,0,0,33,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,3320.6,0,4.268831880577909,2.6352256246696992,2.6352256246696992,Q1
6654-QGBZZ,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,0,4.67427738507957,2.634424151605061,2.634424151605061,Q1
8713-IGZSO,Male,0,0,0,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.85,62.0,0,11.264685150742984,2.6334521371972,2.6334521371972,Q1
8800-JOOCF,Female,0,0,1,12,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,966.55,0,51.77918543760758,2.6329917059394683,2.6329917059394683,Q1
5451-YHYPW,Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.75,8443.7,0,60.968685420528836,2.63106897082853,2.63106897082853,Q1
5966-EMAZU,Male,0,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,108.5,6880.85,0,15.78417446936659,2.627732468339928,2.627732468339928,Q1
8329-GWVPJ,Female,0,1,1,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,0,50.363881802027166,2.6269775887894276,2.6269775887894276,Q1
8540-ZQGEA,Female,0,1,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1102.4,0,1.405179444733173,2.621078353531134,2.621078353531134,Q1
3399-BMLVW,Male,0,1,1,51,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),60.5,3121.45,0,3.653787359563427,2.620761261574332,2.620761261574332,Q1
3489-HHPFY,Female,0,1,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,134.05,0,12.603709073261527,2.607735290485507,2.607735290485507,Q1
3530-CRZSB,Female,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,155.9,0,35.45583708283701,2.601690862296999,2.601690862296999,Q1
4737-HOBAX,Male,0,1,0,63,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),79.8,5034.05,0,3.9155402753681927,2.5990533923276504,2.5990533923276504,Q1
6904-JLBGY,Female,1,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),117.35,8436.25,0,0.8941061907325261,2.585771206279881,2.585771206279881,Q1
9040-KZVWO,Male,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),75.5,2018.1,0,4.492956581546004,2.584359016119997,2.584359016119997,Q1
4018-PPNDW,Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,0,18.60656329388395,0.4074542390143643,2.5756735541894025,Q1
7714-YXSMB,Female,0,0,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.5,2599.95,0,11.252224142888352,2.570308795204306,2.570308795204306,Q1
2995-YWTCD,Female,0,1,1,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.9,467.7,0,6.370577122024878,2.569156476493512,2.569156476493512,Q1
5019-GQVCR,Male,1,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,3645.6,0,2.248665360048562,2.56421978536427,2.56421978536427,Q1
6736-DHUQI,Female,0,1,1,67,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),84.8,5598.3,0,9.803184358664865,2.5616116362589936,2.5616116362589936,Q1
3957-SQXML,Female,0,1,1,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3,0,22.333668655754536,2.5615276412963297,2.5615276412963297,Q1
6265-SXWBU,Male,0,1,1,69,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),95.75,6511.25,0,1.9565938134528635,2.5582533541546724,2.5582533541546724,Q1
1169-WCVAK,Male,0,1,0,19,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),88.8,1672.35,0,6.324564861842316,2.5539966852783325,2.5539966852783325,Q1
0114-PEGZZ,Female,0,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,107.55,3645.5,0,1.6794430977841521,2.5531935693810603,2.5531935693810603,Q1
5012-YSPJJ,Male,0,1,1,31,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,54.35,1647.0,0,37.15295138143517,2.5458454680162346,2.5458454680162346,Q1
9298-WGMRW,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.5,8312.75,0,71.60572569514379,2.5435556042921617,2.5435556042921617,Q1
1060-ENTOF,Female,1,1,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),105.4,7035.6,0,25.380469503190316,2.5433936429329056,2.5433936429329056,Q1
2697-NQBPF,Male,0,0,0,34,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.35,3540.65,0,50.27933800556067,2.5425200477229506,2.5425200477229506,Q1
1325-USMEC,Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),99.35,6944.5,0,25.878035088954977,2.5408931984894965,2.5408931984894965,Q1
1269-FOYWN,Male,0,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.0,860.85,0,16.10983963427229,2.539927390538175,2.539927390538175,Q1
