customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,risk_churn,risk_churn %,risk_churn - per cent,risk_quartile
8587-XYZSF,Male,0,0,0,67,1,No,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),50.55,3260.1,0,0.4248856286018829,10.79804921539716,10.79804921539716,Q2
9435-JMLSX,Male,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.1,6045.9,0,70.80580237965171,10.792398605364333,10.792398605364333,Q2
7219-TLZHO,Female,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,62.9,0,5.262007988446943,10.777709842679647,10.777709842679647,Q2
7365-BVCJH,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.4,24.4,0,44.16727852116738,10.763786660048691,10.763786660048691,Q2
7801-KICAO,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.15,1345.75,0,0.6010349138101013,10.755051360413475,10.755051360413475,Q2
8393-JMVMB,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,19.45,0,60.77060714226488,10.752646927152936,10.752646927152936,Q2
5346-BZCHP,Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,1346.2,0,44.36806098332802,10.75198485400168,10.75198485400168,Q2
8041-TMEID,Male,1,1,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),108.5,6991.9,0,1.0462677405048626,10.723402971879807,10.723402971879807,Q2
7508-DQAKK,Female,0,0,0,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),86.4,5442.05,0,1.792419406101054,10.720048817555579,10.720048817555579,Q2
3511-APPBJ,Male,0,0,0,23,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.95,2292.75,0,0.4050869724004218,10.71555247430331,10.71555247430331,Q2
6075-SLNIL,Male,0,0,0,38,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.1,3691.2,0,10.75198485400168,10.707129560751897,10.707129560751897,Q2
3258-ZKPAI,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.6,8337.45,0,2.2473487004858637,10.70105766344072,10.70105766344072,Q2
3256-EZDBI,Male,1,1,0,51,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),29.45,1459.35,0,12.794464595887284,10.69559183685795,10.69559183685795,Q2
6434-TTGJP,Male,0,1,1,10,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0,0,18.018168988534853,10.695203340280495,10.695203340280495,Q2
5780-INQIK,Female,0,0,0,8,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,49.4,408.25,0,20.20508061395917,10.685313273115572,10.685313273115572,Q2
4365-MSDYN,Male,0,1,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.55,161.15,0,4.021720908486238,10.679014401035403,10.679014401035403,Q2
1573-LGXBA,Male,0,1,1,57,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),97.55,5598.0,0,20.223586293621988,10.662421616225034,10.662421616225034,Q2
7398-LXGYX,Male,0,1,0,44,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.8,3626.35,0,2.470215177277519,10.633976267148451,10.633976267148451,Q2
8952-WCVCD,Female,0,1,0,41,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.45,4162.05,0,4.923859180339543,10.611391496766371,10.611391496766371,Q2
9347-AERRL,Male,0,1,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,486.2,0,26.991568406890888,10.60080285913294,10.60080285913294,Q2
9763-GRSKD,Male,0,1,1,13,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,49.95,587.45,0,6.001488880420784,10.60011924161954,10.60011924161954,Q2
4549-ZDQYY,Female,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),57.95,3042.25,0,2.058941970749629,10.59494277010202,10.59494277010202,Q2
1360-JYXKQ,Female,1,1,0,54,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.1,5437.1,0,2.7960836640402293,10.594463079147587,10.594463079147587,Q2
9776-OJUZI,Female,1,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.45,6223.3,0,9.766276890228937,10.585163726178582,10.585163726178582,Q2
2294-DMMUS,Female,0,1,1,62,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),70.45,4300.45,0,55.430529266121084,10.557358435695903,10.557358435695903,Q2
5248-YGIJN,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.25,6369.45,0,60.206105673533536,10.551899025144499,10.551899025144499,Q2
0906-QVPMS,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),115.15,8349.45,0,4.5250568127457464,10.535963834538478,10.535963834538478,Q2
1038-RQOST,Male,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,414.95,0,1.8593591664169025,10.52633511200272,10.52633511200272,Q2
6810-VCAEX,Female,0,0,0,47,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),39.65,1798.65,0,7.8914983135590075,10.516685054284217,10.516685054284217,Q2
7691-XVTZH,Female,0,1,0,68,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),89.95,5974.3,0,39.258781805193564,10.500209346493616,10.500209346493616,Q2
2782-LFZVW,Female,0,0,0,11,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,58.95,601.6,0,2.189508187766703,10.491491900881996,10.491491900881996,Q2
3810-DVDQQ,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),117.6,8308.9,0,4.31495451138062,10.483689262949367,10.483689262949367,Q2
9972-EWRJS,Female,0,1,1,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.25,1372.9,0,5.84243278260069,10.472385541853837,10.472385541853837,Q2
5937-EORGB,Male,1,1,0,15,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,96.5,1392.25,0,12.542648360422342,10.471803295993336,10.471803295993336,Q2
0409-WTMPL,Female,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,0,48.25573292244131,10.465763681384457,10.465763681384457,Q2
5701-YVSVF,Female,1,1,0,11,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,82.9,880.05,0,25.056525878961583,10.461039228392362,10.461039228392362,Q2
2245-ADZFJ,Female,0,1,1,31,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.55,2471.6,0,14.456058557875567,10.419751421180997,10.419751421180997,Q2
4957-SREEC,Male,0,1,1,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,1458.1,0,1.2328579985021442,10.410684377951416,10.410684377951416,Q2
2359-KLTEK,Female,0,1,1,41,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.9,3848.0,0,14.954734234485148,10.404971956322813,10.404971956322813,Q2
5176-LMJXE,Female,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.55,945.7,0,4.727539104896803,10.402607570590757,10.402607570590757,Q2
5712-AHQNN,Female,0,0,0,43,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,0,0.3483297415720976,10.398475311296949,10.398475311296949,Q2
7029-IJEJK,Female,0,0,0,54,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),44.1,2369.7,0,1.3430649662782197,10.390212153667171,10.390212153667171,Q2
2990-IAJSV,Male,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.0,6632.75,0,2.1179697842487015,10.38448757767505,10.38448757767505,Q2
5651-WYIPH,Female,1,0,0,18,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.85,865.75,0,18.7790418781614,10.379751838695853,10.379751838695853,Q2
2371-KFUOG,Male,0,0,0,58,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),99.15,5720.95,0,0.5870983452697552,10.376651036940384,10.376651036940384,Q2
2668-TZSPS,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,0,57.90893676672431,10.374883716437665,10.374883716437665,Q2
6583-SZVGP,Male,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,5067.45,0,14.114157371866876,10.364595938621504,10.364595938621504,Q2
6227-FBDXH,Male,0,1,0,69,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),99.5,6841.45,0,28.222499173948723,10.360036233485898,10.360036233485898,Q2
6651-RLGGM,Male,0,1,1,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.3,1688.9,0,6.064890709653821,10.334646236375598,10.334646236375598,Q2
2129-ALKBS,Female,0,1,1,40,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.2,1077.5,0,6.479676596085071,10.315406858885709,10.315406858885709,Q2
6158-HDPXZ,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.35,25.35,0,2.4237336415171016,10.31280947185845,10.31280947185845,Q2
9867-JCZSP,Female,0,1,1,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,418.25,0,2.1356634960781284,10.310599831962982,10.310599831962982,Q2
3318-ISQFQ,Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.5,413.0,0,4.199530368987206,10.305846387913157,10.305846387913157,Q2
0784-ZQJZX,Male,0,0,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.9,1529.65,0,1.0591570426468881,10.297981972535375,10.297981972535375,Q2
9289-LBQVU,Male,0,1,0,64,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,70.15,4480.7,0,12.286924813198459,10.291814191956979,10.291814191956979,Q2
9337-SRRNI,Male,0,0,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1673.8,0,56.2440928600525,10.282271143693125,10.282271143693125,Q2
2234-XADUH,Female,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),103.2,7362.9,0,1.1084400556616176,10.281348644699232,10.281348644699232,Q2
3137-NYQQI,Male,0,1,0,17,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,0,Mailed check,64.8,1175.6,0,47.78390191576348,10.24023452931088,10.24023452931088,Q2
6507-ZJSUR,Male,1,1,0,23,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.45,2117.25,0,19.408920924881453,10.228078903846779,10.228078903846779,Q2
7100-FQPRV,Male,0,1,1,43,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),71.9,3173.35,0,1.8929122229090414,10.218183533144876,10.218183533144876,Q2
3096-GKWEB,Male,0,1,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,1691.9,0,1.628697800901017,10.20117040898989,10.20117040898989,Q2
4716-MRVEN,Female,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,599.3,0,34.969491535394205,10.199918359732978,10.199918359732978,Q2
8984-HPEMB,Female,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.65,8477.6,0,9.95547630576671,10.183393455559601,10.183393455559601,Q2
8735-SDUFN,Female,1,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,1778.7,0,9.337899792358947,10.169735339688096,10.169735339688096,Q2
7311-MQJCH,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.55,99.6,0,27.05684132470672,10.165142534936281,10.165142534936281,Q2
5214-CHIWJ,Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,595.05,0,11.69007387569917,10.160496743848116,10.160496743848116,Q2
7879-CGSFV,Male,0,0,0,55,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,100.9,5552.05,0,2.742929054793147,10.153087451535676,10.153087451535676,Q2
3181-MIZBN,Male,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,0,3.77646457162291,10.150399467263286,10.150399467263286,Q2
3462-BJQQA,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.75,552.65,0,10.792398605364333,10.150111868489013,10.150111868489013,Q2
4086-ATNFV,Female,0,1,1,34,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,2042.05,0,1.1751928873405604,10.139009442731568,10.139009442731568,Q2
9770-LXDBK,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,63.15,0,30.258504808396992,10.13755993887899,10.13755993887899,Q2
3199-NPKCN,Female,0,1,0,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.25,7511.65,0,13.398802434290753,10.130086776768868,10.130086776768868,Q2
4007-NHVHI,Female,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,96.85,5219.65,0,24.13591930210911,10.128231405612409,10.128231405612409,Q2
8125-QPFJD,Female,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.9,6065.3,0,15.919270228927301,10.127689341477215,10.127689341477215,Q2
4824-GUCBY,Female,1,0,0,22,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.7,1820.9,0,8.013399321930143,10.12703746453201,10.12703746453201,Q2
3633-CDBUW,Male,0,0,1,17,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,80.85,1445.95,0,2.7416262587750895,10.125595839292131,10.125595839292131,Q2
6937-GCDGQ,Male,0,1,1,19,1,No,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),48.95,955.6,0,14.82605238430447,10.125417841319795,10.125417841319795,Q2
9313-CDOGY,Male,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,717.3,0,23.19138616464979,10.124936105482021,10.124936105482021,Q2
6458-CYIDZ,Female,1,0,0,5,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,80.7,374.8,0,42.04609606565294,10.089604870499121,10.089604870499121,Q2
3709-OIJEA,Male,0,0,0,26,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,85.2,2184.6,0,63.42519791929322,10.087465573912995,10.087465573912995,Q2
8875-AKBYH,Male,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.35,1745.2,0,56.49618453134691,10.080670413327741,10.080670413327741,Q2
3913-RDSJZ,Female,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95,0,0.5931180148043701,10.068689940072058,10.068689940072058,Q2
8067-NIOYM,Female,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),21.1,490.65,0,0.7938569221402727,10.053869485291129,10.053869485291129,Q2
0909-SELIE,Male,0,1,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),80.8,4860.85,0,8.500442196251983,10.046021814213834,10.046021814213834,Q2
5918-VUKWP,Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.55,654.55,0,31.503405177851185,10.034842326180158,10.034842326180158,Q2
6624-JDRDS,Female,0,0,0,6,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.45,161.45,0,0.39943962984101855,10.000460546214503,10.000460546214503,Q2
0376-OIWME,Male,0,1,0,36,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,3366.05,0,6.255509777177395,9.994978697047701,9.994978697047701,Q2
1475-VWVDO,Male,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,490.55,0,13.155627594422187,9.980832925421899,9.980832925421899,Q2
4188-FRABG,Male,0,1,0,57,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,103.05,5925.75,0,8.3591546030968,9.95547630576671,9.95547630576671,Q2
8272-ONJLV,Male,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.7,1184.0,0,12.751938117357648,9.945526101208849,9.945526101208849,Q2
1177-XZBJL,Male,0,1,1,53,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.15,3491.55,0,3.538030459110717,9.943400692817253,9.943400692817253,Q2
1385-TQOZW,Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,147.55,0,10.695203340280495,9.92776032955859,9.92776032955859,Q2
6972-SNKKW,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,109.2,0,11.782476417391493,9.925657933203274,9.925657933203274,Q2
2511-MORQY,Male,0,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.9,2614.1,0,3.822220800076727,9.91804881292702,9.91804881292702,Q2
7203-OYKCT,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.95,7544.3,0,1.0010013066157089,9.909835844103638,9.909835844103638,Q2
8311-UEUAB,Female,0,1,1,67,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,0,21.285210112077753,9.899936306944582,9.899936306944582,Q2
7766-CLTIC,Female,0,0,0,10,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,60.95,629.55,0,32.39640890403598,9.885988039525182,9.885988039525182,Q2
7781-HVGMK,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.2,4784.45,0,30.092315242694113,9.88514746413465,9.88514746413465,Q2
2692-BUCFV,Male,1,0,0,29,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,0,25.196986487147704,9.882164603684972,9.882164603684972,Q2
4059-IIEBK,Female,0,0,0,7,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),78.55,522.95,0,41.30971837783118,9.881287273250138,9.881287273250138,Q2
2408-PSJVE,Male,0,1,1,44,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,61.9,2924.05,0,0.3640501040052305,9.874776656337911,9.874776656337911,Q2
9916-AYHTC,Male,0,0,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,916.0,0,1.3885577830657216,9.84290508514635,9.84290508514635,Q2
2586-CWXVV,Male,0,1,0,54,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.4,1621.35,0,9.112520389474025,9.83783451495676,9.83783451495676,Q2
7025-IWFHT,Male,0,0,0,41,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,89.55,3729.75,0,6.922964473836654,9.810642330413213,9.810642330413213,Q2
9348-ROUAI,Female,0,1,1,59,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.3,5194.05,0,3.1923983236130207,9.803184358664865,9.803184358664865,Q2
3982-JGSFD,Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,0,1.0241729021528114,9.796390756771899,9.796390756771899,Q2
3086-RUCRN,Female,0,0,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),103.1,6595.0,0,17.743877974071502,9.791270799108068,9.791270799108068,Q2
8979-CAMGB,Male,1,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,102.1,6688.1,0,30.23318853086131,9.766276890228937,9.766276890228937,Q2
6741-EGCBI,Male,1,0,0,30,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.5,2595.85,0,7.633298181348562,9.738853342697471,9.738853342697471,Q2
8563-OYMQY,Male,0,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.95,1612.2,0,1.1167867867404944,9.734620457981473,9.734620457981473,Q2
7813-ZGGAW,Male,1,0,0,31,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),96.6,2877.95,0,15.543885243430427,9.728874371611454,9.728874371611454,Q2
5334-AFQJB,Male,1,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1789.9,0,22.53221550170787,9.728569927535336,9.728569927535336,Q2
5318-YKDPV,Male,0,1,1,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.15,3566.6,0,6.676871427258188,9.715624779788074,9.715624779788074,Q2
7690-KPNCU,Male,0,1,1,64,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),73.05,4688.65,0,52.549256559278945,9.713478730089879,9.713478730089879,Q2
9844-FELAJ,Female,1,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.9,7475.85,0,4.269230766136283,9.701180320026928,9.701180320026928,Q2
5527-ACHSO,Female,0,0,0,11,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,70.5,829.3,0,36.80040333046818,9.6721785584559,9.6721785584559,Q2
4525-VZCZG,Male,0,0,1,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,105.85,5826.65,0,1.7683932559469917,9.666115089163531,9.666115089163531,Q2
7217-JYHOQ,Male,0,1,1,24,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),70.3,1706.45,0,59.056371446421544,9.654791769852075,9.654791769852075,Q2
5307-UVGNB,Female,0,1,1,53,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.7,2495.2,0,15.426373543203828,9.63961963182198,9.63961963182198,Q2
